type	latitude	longitude	altitude (m)	name	desc	m.data
W	37.693100000	-109.267400000	1791.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>VERDURE-ROCK</td></tr></table>	VERDURE-ROCK
W	37.383300000	-109.255200000	1520.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BOJO</td></tr></table>	BOJO
W	37.396900000	-109.167900000	1502.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LEE 1 & 5</td></tr></table>	LEE 1 & 5
W	37.396900000	-109.167900000	1502.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PETE LEE LODE</td></tr></table>	PETE LEE LODE
W	37.396900000	-109.167900000	1502.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SCHOOL SECTION 16</td></tr></table>	SCHOOL SECTION 16
W	37.298900000	-109.484300000	1389.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HOLE IN THE ROCK MINE</td></tr></table>	HOLE IN THE ROCK MINE
W	37.350300000	-109.483800000	1428.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>IKE THREE</td></tr></table>	IKE THREE
W	37.334700000	-109.432900000	1497.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RED ANT</td></tr></table>	RED ANT
W	37.476400000	-109.421800000	1607.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RED HOT</td></tr></table>	RED HOT
W	37.316400000	-109.449000000	1366.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SAN JUAN</td></tr></table>	SAN JUAN
W	37.461100000	-109.442900000	1563.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TREE</td></tr></table>	TREE
W	37.755000000	-109.213800000	1896.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LITTLE DICK 1</td></tr></table>	LITTLE DICK 1
W	37.758300000	-109.214600000	1857.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LITTLE DICK 3</td></tr></table>	LITTLE DICK 3
W	37.986900000	-109.132900000	2098.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NIELSON 1</td></tr></table>	NIELSON 1
W	37.986700000	-109.120400000	2101.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NIELSON 2</td></tr></table>	NIELSON 2
W	37.976100000	-109.133500000	2078.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NIELSON 3</td></tr></table>	NIELSON 3
W	37.921100000	-109.073500000	2121.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUMMIT POINT</td></tr></table>	SUMMIT POINT
W	37.566900000	-109.596500000	1637.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ACE-DIXIE</td></tr></table>	ACE-DIXIE
W	37.583300000	-109.605100000	1672.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>APRIL FOOL 2</td></tr></table>	APRIL FOOL 2
W	37.591100000	-109.591500000	1618.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BASIN GROUP</td></tr></table>	BASIN GROUP
W	37.593300000	-109.595200000	1617.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BIG HOLE MINE</td></tr></table>	BIG HOLE MINE
W	37.593300000	-109.595200000	1617.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COTTONWOOD-SHALE-BIRTHDAY</td></tr></table>	COTTONWOOD-SHALE-BIRTHDAY
W	37.643900000	-109.589600000	1761.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BUCKSKIN-STAIN</td></tr></table>	BUCKSKIN-STAIN
W	37.593300000	-109.604000000	1645.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BUGS 1 4</td></tr></table>	BUGS 1 4
W	37.590800000	-109.603200000	1639.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CEDAR BIRD</td></tr></table>	CEDAR BIRD
W	37.594400000	-109.597900000	1631.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CLIFF HOUSE</td></tr></table>	CLIFF HOUSE
W	37.596900000	-109.606800000	1668.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DRY HOLE</td></tr></table>	DRY HOLE
W	37.592500000	-109.600700000	1623.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>EASTER</td></tr></table>	EASTER
W	37.592500000	-109.591800000	1616.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FOUND</td></tr></table>	FOUND
W	37.566900000	-109.596500000	1637.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HANGOVER-HOOT</td></tr></table>	HANGOVER-HOOT
W	37.716100000	-109.578500000	2047.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HIGH HOPES</td></tr></table>	HIGH HOPES
W	37.567200000	-109.618800000	1726.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JACK</td></tr></table>	JACK
W	37.591400000	-109.598800000	1611.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LEDGE MINE</td></tr></table>	LEDGE MINE
W	37.594200000	-109.607400000	1661.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LAST CHANCE</td></tr></table>	LAST CHANCE
W	37.745300000	-109.695400000	1880.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LUCKY LADY</td></tr></table>	LUCKY LADY
W	37.593300000	-109.604000000	1645.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>POINT</td></tr></table>	POINT
W	37.733900000	-109.571800000	2104.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PRETTY GIRL GROUP</td></tr></table>	PRETTY GIRL GROUP
W	37.568600000	-109.593500000	1622.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RIDGE 1</td></tr></table>	RIDGE 1
W	37.592500000	-109.600700000	1623.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ROYAL FLUSH</td></tr></table>	ROYAL FLUSH
W	37.566900000	-109.596500000	1637.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SELDOM</td></tr></table>	SELDOM
W	37.593300000	-109.604000000	1645.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SIMPATICA 3</td></tr></table>	SIMPATICA 3
W	37.567500000	-109.619600000	1728.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SILVERS</td></tr></table>	SILVERS
W	37.590800000	-109.603200000	1639.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SPRING CREEK</td></tr></table>	SPRING CREEK
W	37.592200000	-109.590200000	1622.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SPRING WATER GROUP</td></tr></table>	SPRING WATER GROUP
W	37.596900000	-109.606800000	1668.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>VIEW</td></tr></table>	VIEW
W	37.566900000	-109.596500000	1637.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WATERLOO</td></tr></table>	WATERLOO
W	37.490300000	-109.618200000	1650.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LONESOME</td></tr></table>	LONESOME
W	37.436700000	-109.532600000	1435.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MAXINE 2&3</td></tr></table>	MAXINE 2&3
W	37.354700000	-109.588800000	1433.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SANDY</td></tr></table>	SANDY
W	37.385000000	-109.592100000	1454.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SEBASTOPOL</td></tr></table>	SEBASTOPOL
W	37.435000000	-109.622400000	1583.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUNSHINE</td></tr></table>	SUNSHINE
W	38.126700000	-109.589300000	1647.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE HILL</td></tr></table>	BLUE HILL
W	38.224400000	-109.682100000	1450.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CHARLIE GROUP</td></tr></table>	CHARLIE GROUP
W	38.084200000	-109.651300000	1645.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CONGLOMERATE 2 7</td></tr></table>	CONGLOMERATE 2 7
W	38.177500000	-109.601000000	1600.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIP</td></tr></table>	DIP
W	38.083300000	-109.573200000	1608.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MOKI MINE</td></tr></table>	MOKI MINE
W	38.120000000	-109.600100000	1605.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PAYMASTER</td></tr></table>	PAYMASTER
W	38.223300000	-109.620700000	1553.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>QUEEN OF HEARTS</td></tr></table>	QUEEN OF HEARTS
W	38.194200000	-109.619600000	1515.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>REDSKIN II</td></tr></table>	REDSKIN II
W	38.077200000	-109.592700000	1659.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ROYAL (JEAN 1)</td></tr></table>	ROYAL (JEAN 1)
W	38.167500000	-109.598800000	1612.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TOP (HOMESTAKE)</td></tr></table>	TOP (HOMESTAKE)
W	38.079200000	-109.632400000	1658.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.086700000	-109.630700000	1654.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.411100000	-109.819000000	1557.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>C GROUP</td></tr></table>	C GROUP
W	38.498100000	-109.764600000	1554.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DISCOVERY</td></tr></table>	DISCOVERY
W	38.396400000	-109.809900000	1502.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	38.476900000	-109.620200000	1327.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ATOMIC KING 2</td></tr></table>	ATOMIC KING 2
W	38.471700000	-109.617100000	1311.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ATOMIC KING GROUP</td></tr></table>	ATOMIC KING GROUP
W	38.485800000	-109.601300000	1318.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CANARY</td></tr></table>	CANARY
W	38.423600000	-109.654900000	1440.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COLORADO 1(CAMPBELL)</td></tr></table>	COLORADO 1(CAMPBELL)
W	38.433100000	-109.654600000	1550.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BREEZY GROUP</td></tr></table>	BREEZY GROUP
W	38.079200000	-109.632400000	1658.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CUP 1</td></tr></table>	CUP 1
W	38.086700000	-109.630700000	1654.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CUTLER</td></tr></table>	CUTLER
W	38.424700000	-109.573500000	1345.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HATCHET</td></tr></table>	HATCHET
W	38.492500000	-109.625700000	1373.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HERCULES</td></tr></table>	HERCULES
W	38.347800000	-109.642100000	1403.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JET CRASH</td></tr></table>	JET CRASH
W	38.492200000	-109.716500000	1370.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>M GROUP"</td></tr></table>	M GROUP"
W	38.486400000	-109.599300000	1454.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MOONSHINE</td></tr></table>	MOONSHINE
W	38.436400000	-109.692400000	1275.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONEY</td></tr></table>	MONEY
W	38.438600000	-109.712100000	1292.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RICO FLATS</td></tr></table>	RICO FLATS
W	38.366400000	-109.671300000	1499.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SCHOOL SECTION 32</td></tr></table>	SCHOOL SECTION 32
W	38.495600000	-109.632400000	1517.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SCHOOL SECTION 32-A</td></tr></table>	SCHOOL SECTION 32-A
W	38.187200000	-109.259300000	1999.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BIG BUCK</td></tr></table>	BIG BUCK
W	38.073300000	-109.301000000	2008.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BIG LEAD</td></tr></table>	BIG LEAD
W	38.014400000	-109.345400000	1990.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLACK HAWK 1&4</td></tr></table>	BLACK HAWK 1&4
W	38.066700000	-109.278800000	1991.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BONANZA GROUP</td></tr></table>	BONANZA GROUP
W	38.117800000	-109.272100000	2001.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BOW</td></tr></table>	BOW
W	38.232500000	-109.278200000	2118.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COLUMBIA SHAFT</td></tr></table>	COLUMBIA SHAFT
W	38.240600000	-109.286500000	2112.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>E L CORD SHAFT</td></tr></table>	E L CORD SHAFT
W	38.008600000	-109.349600000	1968.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HAPPY JACK</td></tr></table>	HAPPY JACK
W	38.231100000	-109.281300000	2080.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HOMESTAKE</td></tr></table>	HOMESTAKE
W	38.216900000	-109.272700000	2073.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>IKE-NIXON SHAFT</td></tr></table>	IKE-NIXON SHAFT
W	38.020300000	-109.358800000	2017.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JOHNNIE</td></tr></table>	JOHNNIE
W	38.185000000	-109.268500000	1928.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LITTLE BEAVER MINE</td></tr></table>	LITTLE BEAVER MINE
W	38.022500000	-109.403500000	2050.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LOOKOUT</td></tr></table>	LOOKOUT
