type	latitude	longitude	altitude (m)	name	desc	m.data
W	37.586700000	-110.156000000	1753.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TASAR</td></tr></table>	TASAR
W	37.559200000	-110.226300000	1586.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WEE HOPE</td></tr></table>	WEE HOPE
W	37.634200000	-110.118500000	1881.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WHITE CANYON 1</td></tr></table>	WHITE CANYON 1
W	37.641900000	-110.047900000	2073.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>W N MINE</td></tr></table>	W N MINE
W	37.648100000	-110.018800000	2165.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>YOKE NO 5</td></tr></table>	YOKE NO 5
W	37.636400000	-110.024900000	2136.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ZEBRA 1</td></tr></table>	ZEBRA 1
W	37.630000000	-110.027100000	2059.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ZEBRA 5</td></tr></table>	ZEBRA 5
W	37.621900000	-110.029300000	2050.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ZEBRA 15</td></tr></table>	ZEBRA 15
W	37.726700000	-110.224300000	1652.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>J B</td></tr></table>	J B
W	37.614400000	-110.087400000	1922.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BADGER MINE</td></tr></table>	BADGER MINE
W	37.663600000	-109.948800000	2309.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BIG RED & BIG RED 2</td></tr></table>	BIG RED & BIG RED 2
W	37.683100000	-109.924600000	2414.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HAPPY SURPRISE 1</td></tr></table>	HAPPY SURPRISE 1
W	37.737800000	-109.972400000	2261.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>REBEL MINE</td></tr></table>	REBEL MINE
W	37.750000000	-109.763200000	2593.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NOTCH 1&4</td></tr></table>	NOTCH 1&4
W	37.680000000	-109.925400000	2425.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>EAST WOODEN SHOE</td></tr></table>	EAST WOODEN SHOE
W	37.744400000	-109.757700000	2543.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NOTCH 5 MINE</td></tr></table>	NOTCH 5 MINE
W	37.744400000	-109.751000000	2543.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NOTCH 6 MINE</td></tr></table>	NOTCH 6 MINE
W	37.643300000	-109.894300000	2360.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>OAKIE</td></tr></table>	OAKIE
W	37.668900000	-109.858800000	2436.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PEAVINE QUEEN</td></tr></table>	PEAVINE QUEEN
W	37.703900000	-109.841300000	2587.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>REX GROUP-DEERFLY</td></tr></table>	REX GROUP-DEERFLY
W	37.659200000	-109.959000000	2263.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SANDY 2</td></tr></table>	SANDY 2
W	37.663600000	-109.956500000	2330.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SANDY 3 MINE</td></tr></table>	SANDY 3 MINE
W	37.685000000	-109.926800000	2360.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUSIE</td></tr></table>	SUSIE
W	37.690000000	-109.869300000	2535.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TEXSTAR</td></tr></table>	TEXSTAR
W	37.651400000	-109.916500000	2347.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE JAY</td></tr></table>	BLUE JAY
W	37.666700000	-109.989900000	2290.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CEDAR</td></tr></table>	CEDAR
W	37.691900000	-109.891500000	2615.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CYS MONUMENT</td></tr></table>	CYS MONUMENT
W	37.766700000	-109.765400000	2612.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CARL LOOK 4</td></tr></table>	CARL LOOK 4
W	37.750800000	-109.763200000	2624.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>NOTCH 1 MINE</td></tr></table>	NOTCH 1 MINE
W	37.763100000	-109.769000000	2628.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PAYDAY 3</td></tr></table>	PAYDAY 3
W	37.788100000	-109.768200000	2574.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PAYDAY MINE</td></tr></table>	PAYDAY MINE
W	37.781900000	-109.786300000	2578.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WESTERN PAYDAY MINE</td></tr></table>	WESTERN PAYDAY MINE
W	37.920300000	-109.648500000	1922.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HORSESHOE 7</td></tr></table>	HORSESHOE 7
W	37.926100000	-109.638800000	1905.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HORSESHOE</td></tr></table>	HORSESHOE
W	37.753100000	-109.696000000	1930.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LAURA BELL</td></tr></table>	LAURA BELL
W	37.780300000	-109.717600000	2164.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>M&M</td></tr></table>	M&M
W	37.857800000	-109.704600000	2252.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MORMON PASTURE GROUP</td></tr></table>	MORMON PASTURE GROUP
W	37.758000000	-109.699900000	1917.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MORRISON MINE</td></tr></table>	MORRISON MINE
W	37.896400000	-109.532600000	2466.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ROBERTSON PASTURE</td></tr></table>	ROBERTSON PASTURE
W	37.917500000	-109.576500000	2657.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SHAY MOUNTAIN</td></tr></table>	SHAY MOUNTAIN
W	37.787500000	-109.583500000	2308.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUNSHINE MINE</td></tr></table>	SUNSHINE MINE
W	37.935000000	-109.707600000	2042.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.930000000	-109.708200000	2157.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.899400000	-109.708200000	2100.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.935000000	-109.696500000	2096.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.865000000	-109.726300000	2297.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ABE MINE</td></tr></table>	ABE MINE
W	37.793300000	-109.717400000	2055.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>AVALANCHIE 13</td></tr></table>	AVALANCHIE 13
W	37.876400000	-109.727400000	2310.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BETTY MINE</td></tr></table>	BETTY MINE
W	37.857800000	-109.727900000	2315.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GLADE GROUP</td></tr></table>	GLADE GROUP
W	37.775300000	-109.702400000	1977.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>KING EDWARD</td></tr></table>	KING EDWARD
W	37.795000000	-109.714600000	2096.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>KING JAMES - VIRGENE</td></tr></table>	KING JAMES - VIRGENE
W	37.784400000	-109.267100000	1868.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE EAGLE 1</td></tr></table>	BLUE EAGLE 1
W	37.800000000	-109.274600000	1924.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE EAGLE 6</td></tr></table>	BLUE EAGLE 6
W	37.761700000	-109.259000000	1871.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DOLLY DEE</td></tr></table>	DOLLY DEE
W	37.927800000	-109.498200000	2328.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>INDIAN CREEK 2</td></tr></table>	INDIAN CREEK 2
W	37.919700000	-109.497400000	2425.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LAKES CLAIM</td></tr></table>	LAKES CLAIM
W	37.786100000	-109.277100000	1844.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LIFTER</td></tr></table>	LIFTER
W	37.933900000	-109.487900000	2262.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PAY OFF-HARTS DRAW</td></tr></table>	PAY OFF-HARTS DRAW
W	37.945800000	-109.270700000	2080.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SAGE</td></tr></table>	SAGE
W	37.793900000	-109.281000000	1845.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WHEELER</td></tr></table>	WHEELER
W	37.012500000	-110.461500000	1722.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ALFRED MILES</td></tr></table>	ALFRED MILES
W	37.018900000	-110.321300000	1585.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COPPER POINT</td></tr></table>	COPPER POINT
W	37.067800000	-110.488800000	1522.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HORSETAIL</td></tr></table>	HORSETAIL
W	37.042500000	-110.335400000	1566.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MITTEN 3</td></tr></table>	MITTEN 3
W	37.007200000	-110.355700000	1690.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT 3</td></tr></table>	MONUMENT 3
W	37.041700000	-110.307900000	1632.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>OLJETO</td></tr></table>	OLJETO
W	37.032500000	-110.422700000	1830.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>QUARTZ</td></tr></table>	QUARTZ
W	37.018600000	-110.261300000	1675.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SKYLINE ROAD</td></tr></table>	SKYLINE ROAD
W	37.005600000	-110.315400000	1598.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SCHOOL SEC 36</td></tr></table>	SCHOOL SEC 36
W	37.045800000	-110.346500000	1610.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TAYLOR & REID 1  & C</td></tr></table>	TAYLOR & REID 1  & C
W	37.016900000	-110.257900000	1628.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TOM HOLLIDAY</td></tr></table>	TOM HOLLIDAY
W	37.024400000	-110.417900000	1803.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.050800000	-110.387900000	1844.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.248600000	-110.445400000	1210.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WHIRLWIND</td></tr></table>	WHIRLWIND
W	37.019400000	-110.244000000	1732.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MITTEN 1</td></tr></table>	MITTEN 1
W	37.014700000	-110.215700000	1775.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ROCK DOOR 1</td></tr></table>	ROCK DOOR 1
W	37.021100000	-110.232700000	1770.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SKYLINE</td></tr></table>	SKYLINE
W	37.627500000	-109.136000000	1745.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLACK HAWK 2</td></tr></table>	BLACK HAWK 2
W	37.559700000	-109.190200000	1638.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE JAY 3</td></tr></table>	BLUE JAY 3
W	37.653600000	-109.249300000	1667.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BRIGHT STAR</td></tr></table>	BRIGHT STAR
W	37.553600000	-109.232100000	1604.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BUCKHORN</td></tr></table>	BUCKHORN
W	37.650600000	-109.245700000	1703.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CALLEY</td></tr></table>	CALLEY
W	37.653100000	-109.101000000	1768.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CANARY</td></tr></table>	CANARY
W	37.650800000	-109.161000000	1749.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COTTONWOOD</td></tr></table>	COTTONWOOD
W	37.687800000	-109.241800000	1797.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COYOTE</td></tr></table>	COYOTE
W	37.628900000	-109.240700000	1722.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DELAWARE CHIEF</td></tr></table>	DELAWARE CHIEF
W	37.548900000	-109.218500000	1539.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIXIE 2</td></tr></table>	DIXIE 2
W	37.550300000	-109.221300000	1533.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIXIE 3</td></tr></table>	DIXIE 3
W	37.625300000	-109.244000000	1716.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DOLLAR 1&2</td></tr></table>	DOLLAR 1&2
W	37.614200000	-109.147400000	1744.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DUSTY4 & DUSTY 9</td></tr></table>	DUSTY4 & DUSTY 9
W	37.658100000	-109.161300000	1728.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CLIFF HOUSE</td></tr></table>	CLIFF HOUSE
W	37.606700000	-109.179000000	1710.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HANGOVER MTZCN</td></tr></table>	HANGOVER MTZCN
W	37.693900000	-109.218800000	1709.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HORSEHEAD CANYON</td></tr></table>	HORSEHEAD CANYON
W	37.513900000	-109.085100000	1594.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LONE WOLF</td></tr></table>	LONE WOLF
W	37.615800000	-109.248500000	1650.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LUCKY DAY</td></tr></table>	LUCKY DAY
W	37.551900000	-109.227900000	1588.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LUCKY LOAD</td></tr></table>	LUCKY LOAD
W	37.556700000	-109.232600000	1599.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LOOKOUT</td></tr></table>	LOOKOUT
W	37.602800000	-109.236300000	1654.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MILL</td></tr></table>	MILL
W	37.611700000	-109.244600000	1580.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONTEZUMA 1</td></tr></table>	MONTEZUMA 1
W	37.642800000	-109.106300000	1792.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT 2</td></tr></table>	MONUMENT 2
W	37.642500000	-109.111500000	1750.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT 2A</td></tr></table>	MONUMENT 2A
W	37.641400000	-109.114600000	1757.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT 3</td></tr></table>	MONUMENT 3
W	37.645800000	-109.105200000	1772.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT 4</td></tr></table>	MONUMENT 4
W	37.518600000	-109.087900000	1599.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PAYDAY</td></tr></table>	PAYDAY
W	37.590800000	-109.178500000	1664.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PICKETT</td></tr></table>	PICKETT
W	37.621900000	-109.142400000	1739.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PURE LUCK</td></tr></table>	PURE LUCK
W	37.694200000	-109.249600000	1753.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RAINBOY</td></tr></table>	RAINBOY
W	37.520600000	-109.084000000	1600.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>REDBIRD</td></tr></table>	REDBIRD
W	37.606400000	-109.159600000	1744.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SILVER BELL</td></tr></table>	SILVER BELL
W	37.668900000	-109.247900000	1749.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RUSTY CAN TRIPLE S</td></tr></table>	RUSTY CAN TRIPLE S
W	37.606400000	-109.159600000	1744.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RUSTY CAN 4</td></tr></table>	RUSTY CAN 4
W	37.623900000	-109.147100000	1770.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RUSTY CAN 2</td></tr></table>	RUSTY CAN 2
W	37.523300000	-109.081500000	1626.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RITZ</td></tr></table>	RITZ
W	37.508900000	-109.087400000	1606.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RED MOON</td></tr></table>	RED MOON
W	37.565800000	-109.189300000	1592.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.557800000	-109.192400000	1628.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.517200000	-109.083500000	1599.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.551400000	-109.244300000	1527.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.658300000	-109.167600000	1768.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WEST CLIFFHOUSE</td></tr></table>	WEST CLIFFHOUSE
W	37.650600000	-109.245700000	1703.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WINDMILL 1</td></tr></table>	WINDMILL 1
W	37.673300000	-109.147400000	1768.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WHITE HORSE</td></tr></table>	WHITE HORSE
W	37.678300000	-109.226800000	1781.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>YELLOW CAKE</td></tr></table>	YELLOW CAKE
W	37.653600000	-109.249300000	1667.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>YELLOW PAIL</td></tr></table>	YELLOW PAIL
W	37.610600000	-109.265200000	1712.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BEST LOOKER</td></tr></table>	BEST LOOKER
W	37.713100000	-109.320700000	1834.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BIG 3</td></tr></table>	BIG 3
W	37.660600000	-109.255400000	1727.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BUSTER-BLACK DIAMOND</td></tr></table>	BUSTER-BLACK DIAMOND
W	37.686900000	-109.256300000	1816.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COTTONWOOD MINE</td></tr></table>	COTTONWOOD MINE
W	37.606700000	-109.261800000	1668.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CLOUDY DAY</td></tr></table>	CLOUDY DAY
W	37.612200000	-109.266000000	1655.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIXIE</td></tr></table>	DIXIE
W	37.712800000	-109.299000000	1790.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LONGSHOT</td></tr></table>	LONGSHOT
W	37.611900000	-109.269900000	1633.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LOST INDIAN</td></tr></table>	LOST INDIAN
W	37.697800000	-109.271800000	1786.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LUCKY BOY</td></tr></table>	LUCKY BOY
W	37.572800000	-109.262100000	1565.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LUCKY STRIKE 1 2</td></tr></table>	LUCKY STRIKE 1 2
W	37.600800000	-109.302400000	1660.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MARGARET</td></tr></table>	MARGARET
W	37.582200000	-109.255700000	1614.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MORNING STAR</td></tr></table>	MORNING STAR
W	37.636900000	-109.296300000	1659.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MULESHOE GROUP</td></tr></table>	MULESHOE GROUP
W	37.526100000	-109.417400000	1699.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SCHOOL SECTION 32</td></tr></table>	SCHOOL SECTION 32
W	37.708100000	-109.284900000	1884.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SLUM</td></tr></table>	SLUM
W	37.657800000	-109.251500000	1673.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SPLENDID 16</td></tr></table>	SPLENDID 16
W	37.694400000	-109.258500000	1693.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>STRAWBERRY</td></tr></table>	STRAWBERRY
W	37.705000000	-109.261500000	1827.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUNSHINE</td></tr></table>	SUNSHINE
