"","am1","am2","md1","md5","dd1","dd5"
"194",0,0,13.4667044858643,13.8988082293268,13.4667044858643,13.8988082293268
"195",0,0,8.98251532214139,15.6258070304392,8.98251532214139,21.9456074787755
"196",0,0,9.260559533548,13.3864102835822,11.0052274695449,20.0450922279336
"197",0,0,9.7125653687839,14.7639853625952,9.7125653687839,20.4078253839771
"198",0,0,8.36073194317362,17.1744082211771,18.6462829249045,42.6852191184915
"199",0,0,6.58771509964569,17.9003973410129,6.58771509964569,23.471197665524
"200",0,0,8.72708911393175,12.9310123951095,12.9310123951095,37.2493801897763
"201",0,0,14.0440693902582,33.4460102339329,56.915908829275,72.475952647195
"202",0,0,2.1011435725579,6.89467703757751,6.74209847692178,7.13167990395734
"203",0,0,14.0356361203804,33.4444877247164,56.9214580075537,72.4782823661247
"204",0,0,4.93169366977447,27.4159320071835,4.93169366977447,44.3285444443249
"205",0,0,20.7035686763154,21.7431400273033,20.7035686763154,21.7431400273033
"206",1,1,0.930734746530982,6.13010740333301,0.930734746530982,6.78493184272296
"207",0,0,2.4194516589709,7.96152802005381,2.4194516589709,7.96152802005381
"208",1,4,0.5935243739726,1.40448338633826,1.40448338633826,3.70746542566499
"209",0,0,23.3720076498804,36.8508344091436,23.3720076498804,40.5945259612931
"210",0,0,17.053573268662,34.4812127810438,34.4055317092422,35.3961813676509
"211",0,0,12.3069398002678,33.5930250628227,12.3069398002678,33.5930250628227
