"","latitude","longitude","altitude..m.","mine.rad"
"5285",35.5276,-108.2465,2266.7,2.93915799004075
"5286",35.6201,-108.5787,2076.8,1.46835286859962
"5287",35.6111,-108.5786,2055,1.80814657287747
"5288",35.6035,-108.5781,2053.4,2.3
"5291",35.6315,-108.5381,2163,2
"5292",36.7102,-109.0248,1706,2.22796352583586
"5293",36.7093,-109.0228,1698.8,0.8
"5294",36.7004,-109.0117,1691.7,3.71402577710392
"5295",35.0918,-108.0373,2327.8,1.3
"5296",35.629,-108.5508,2089.1,2.01246177370035
"5298",36.7719,-108.6851,1525.7,2.2
"5300",36.7901,-109.0211,1775.5,4.40401761144745
"5301",35.6813,-108.2783,2274.9,5.15679912504557
"5302",35.6846,-108.1677,2087.3,2.08268117619819
"5303",35.6303,-108.5506,2095.4,2.16866735291789
"5304",35.5725,-108.6059,2146.6,2
"5305",35.6062,-108.5862,2053.3,1.49990125082291
"5306",35.7296,-108.2192,2013.4,1.50542495479204
"5307",36.7687,-109.0233,1821.6,4.61063320141638
"5310",36.7977,-109.0073,1683.5,3.04899516662427
"5312",36.8834,-108.4708,1711.1,3.18757170172083
"5313",36.8677,-108.451,1675.2,1.83098591549295
"5314",36.8699,-108.458,1664.9,2.84311926605508
"5315",36.8659,-108.4574,1658.4,1.8
"5316",36.8886,-108.4589,1696.2,3.1
"5317",36.8948,-108.4926,1717.4,3.1
"5318",36.634,-108.5779,1697.5,1.62201639064367
"5319",36.8456,-108.4045,1733.9,0.8
"5322",36.8428,-108.4569,1646,2.73583455344068
"5323",36.7255,-109.0364,1703.2,2.58216432865731
"5325",36.6875,-108.8333,1760,1.68572501878289
"5327",36.4366,-108.7774,1733,4.15878684807252
"5328",36.727,-108.121,1701.9,2.37461361394276
"5351",36.772,-108.5457,1610.4,1.4
"5352",36.8263,-108.5154,1675.9,2.4159649122807
"5353",36.8993,-108.511,1738.8,1.9
"5354",36.9233,-108.5111,1732.5,3.2
"5355",36.9298,-108.5068,1730.6,1.9
"5356",36.9539,-108.5303,1709.9,1.48284671532857
"5357",36.9512,-108.5265,1707.2,0.91606472117885
"5358",36.9536,-108.5517,1710.1,2.1
"5359",36.9555,-108.6149,1800.8,2.9
"5360",36.9735,-108.6142,1809.9,2.6
"5361",36.958,-108.6151,1813.6,3
"5362",36.9641,-108.6149,1813.1,2.9
"5363",36.8995,-108.5296,1707.7,3.11633292130202
"5364",36.9113,-108.5096,1736.3,2.29684423856399
"5365",36.7063,-109.0086,1674.5,4.53287740628164
"5366",36.7971,-108.6858,1543.8,2.2
"5367",36.436,-109.0219,2226.1,4.54347826086957
"5368",36.7813,-109.036,1758,1.51973503883052
"5369",36.406,-109.0012,2135.6,2.83481403137669
"5370",36.438,-109.0269,2237.9,1.49886363636365
"5371",36.9788,-108.185,1833.9,1.8
"5372",36.4306,-108.9972,2034.4,3.22979452054792
"5373",36.9717,-108.5591,1764.1,4.4
"5374",36.2262,-108.8694,1928.7,4.13697602785591
"5375",36.4333,-108.9902,2076.5,7.51005944215826
"5376",36.2296,-108.8953,2153.3,5.7459833795014
"5377",36.257,-108.9289,2361.1,2.79930069930071
"5378",36.2573,-108.8912,2008.1,3.53815331010452
"5379",36.3356,-108.9143,1944.8,3.3
"5380",36.7196,-109.0369,1760.9,10.2461893764435
"5381",36.7224,-109.0344,1729.1,2.67145824678022
"5383",36.4136,-109.0035,2208.8,2.66919592298981
"5384",36.4142,-109.0013,2333.9,2.17004504504496
"5385",36.7579,-109.0432,1779.9,2.1
"5386",36.7349,-109.0418,1768.6,3.05997725980671
"5387",36.3959,-109.0103,2218.9,3.4
"5388",36.4634,-109.042,2303.9,2.87812678469446
"5389",36.8097,-108.5167,1652.1,3.6
"5390",36.4097,-108.9902,2197.6,6.77626886145406
"5391",36.6997,-109.0398,1734.8,1.3
"5392",36.6964,-109.0383,1712.2,2.1
"5393",36.4294,-109.0131,2125.6,2
"5394",36.4305,-109.007,2123.3,3.29135802469136
"5395",36.418,-109.0048,2106.6,2.04992389649923
"5396",36.4212,-109.0024,2077.4,2.30697278911564
"5397",36.4375,-109.0195,2297.1,2.32102272727274
"5398",36.7972,-109.0445,1893.6,2.34676313785224
"5399",36.7168,-109.0112,1669.3,2.62429906542056
"5400",36.4418,-109.0293,2213.7,2.7461821527139
"5401",36.4425,-109.0225,2282.2,3.30566037735849
"5402",36.79,-109.0368,1781.6,2.9961287849751
"5403",36.8067,-109.0332,1789.5,3.75739130434782
"5404",36.7114,-109.0158,1645.5,1.9
"5405",36.7333,-109.0104,1871.1,2.5994993172508
"5406",36.7094,-109.0265,1705.5,4.28283062645021
"5407",36.7684,-109.0431,1794.9,1.3
"5408",36.7201,-109.0363,1735.1,3.8
"5409",36.7584,-109.0391,1775.4,1.80930396475769
"5410",36.7323,-109.0338,1697.4,6.78379629629645
"5411",36.7136,-109.0373,1734.6,7.97479279794226
"5412",36.7211,-109.0671,1779.5,2.62307252998285
"5413",36.7103,-109.0172,1670,3.86107450582865
"5414",36.8015,-109.018,1734.2,2.41662817551964
"5415",36.7916,-109.0341,1781.1,2.3
"5416",36.6695,-109.0088,1764.7,1.8
"5417",36.7249,-109.0236,1689,1.62015945330296
"5418",36.7348,-109.0385,1751.9,5.76850934044987
"5419",36.4489,-108.898,1965.8,3.87027649769585
"5420",36.418,-108.9985,2183.7,2.27083903328773
"5421",36.7197,-109.0282,1720.9,2.63480916030534
"5422",36.7177,-109.0314,1750.4,3.3
"5423",36.7161,-109.0335,1729.3,8.88745724059274
"5424",36.7167,-109.0309,1745.1,1.9
"5425",36.2279,-108.8672,1926.7,5.99027002564492
"5426",36.4343,-109.0227,2169.2,3.38059093224657
"5427",36.425,-108.9874,2117.8,3.2
"5428",36.4278,-108.9903,2074.2,2.89987228607918
"5429",36.4325,-109.0199,2211.3,2.43037836659035
"5430",36.4274,-109.0082,2058.1,2.49122006841505
"5431",36.4092,-109,2142.1,2.87199935033295
"5432",36.3967,-108.9933,2314,2.1598591549295
"5433",36.3945,-109.0067,2212.2,2.51997226074896
"5434",36.4413,-109.0305,2251.2,1.8141876430206
"5435",36.744,-109.0355,1782.1,2.59273084479371
"5436",36.7078,-109.0194,1671.5,3.36654786150712
"5437",36.7003,-109.0122,1688.5,3.10422812192723
"5438",36.6966,-109.041,1753,3.6066042047532
"5439",36.8187,-109.0364,1816.4,2.76893787575151
"5440",36.8187,-109.0298,1750.2,3.3
"5441",36.7255,-109.038,1760.5,2.4
"5448",36.7203,-109.0374,1748.2,2.3
"5455",36.7354,-109.0344,1735.6,2.72006647278769
"5459",36.3791,-109.0152,2390.7,4.5903839842468
"5461",36.7186,-109.0254,1716.7,3.39667907243061
"5462",36.7166,-109.0255,1717.6,1.97680869316557
